date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:43:23	883/883	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Feb%202023%2011:25:35%20GMT	https://vcard.bizzlog.com/assets/img/vcard8/alter-whatsapp.png	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/img/vcard8/alter-whatsapp.png	(from https://vcard.bizzlog.com/login2creations)
15:43:24	450/450	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202022%2004:54:03%20GMT	https://vcard.bizzlog.com/assets/img/vcard8/vcard8-location.png	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/img/vcard8/vcard8-location.png	(from https://vcard.bizzlog.com/login2creations)
15:43:24	21548/21548	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Dec%202022%2006:43:03%20GMT	https://vcard.bizzlog.com/uploads/vcards/services/4/coding.png	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/uploads/vcards/services/4/coding.png	(from https://vcard.bizzlog.com/login2creations)
15:43:24	40757/40757	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Dec%202022%2006:45:39%20GMT	https://vcard.bizzlog.com/uploads/vcards/services/5/software-icon1.png	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/uploads/vcards/services/5/software-icon1.png	(from https://vcard.bizzlog.com/login2creations)
15:43:24	12049/12049	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Dec%202022%2006:46:57%20GMT	https://vcard.bizzlog.com/uploads/vcards/services/6/android-icon.png	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/uploads/vcards/services/6/android-icon.png	(from https://vcard.bizzlog.com/login2creations)
15:43:24	7057/7057	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Dec%202022%2006:48:08%20GMT	https://vcard.bizzlog.com/uploads/vcards/services/7/ecommerce.png	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/uploads/vcards/services/7/ecommerce.png	(from https://vcard.bizzlog.com/login2creations)
15:43:25	74919/74919	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Dec%202022%2007:18:23%20GMT	https://vcard.bizzlog.com/uploads/vcards/gallery/12/2022-10-01-(1).jpg	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/uploads/vcards/gallery/12/2022-10-01-(1).jpg	(from https://vcard.bizzlog.com/login2creations)
15:43:25	48875/48875	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Dec%202022%2007:18:38%20GMT	https://vcard.bizzlog.com/uploads/vcards/gallery/13/2022-10-01-(2).jpg	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/uploads/vcards/gallery/13/2022-10-01-(2).jpg	(from https://vcard.bizzlog.com/login2creations)
15:43:25	69726/69726	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Dec%202022%2007:18:47%20GMT	https://vcard.bizzlog.com/uploads/vcards/gallery/14/2022-10-01.jpg	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/uploads/vcards/gallery/14/2022-10-01.jpg	(from https://vcard.bizzlog.com/login2creations)
15:43:25	15035/15035	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Dec%202022%2007:36:39%20GMT	https://vcard.bizzlog.com/uploads/vcards/products/19/BISLOG.png	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/uploads/vcards/products/19/BISLOG.png	(from https://vcard.bizzlog.com/login2creations)
15:43:26	47704/47704	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Dec%202022%2007:33:34%20GMT	https://vcard.bizzlog.com/uploads/vcards/products/16/LOGO-1080.png	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/uploads/vcards/products/16/LOGO-1080.png	(from https://vcard.bizzlog.com/login2creations)
15:43:26	43393/43393	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2011:29:22%20GMT	https://vcard.bizzlog.com/uploads/vcards/testimonials/21/Screenshot-2023-01-02-165909.jpg	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/uploads/vcards/testimonials/21/Screenshot-2023-01-02-165909.jpg	(from https://vcard.bizzlog.com/login2creations)
15:43:26	7723/7723	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2011:31:14%20GMT	https://vcard.bizzlog.com/uploads/vcards/testimonials/22/download-(1).jpeg	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/uploads/vcards/testimonials/22/download-(1).jpg	(from https://vcard.bizzlog.com/login2creations)
15:43:26	1339/1339	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Oct%202023%2010:13:28%20GMT	https://vcard.bizzlog.com/login2creations.vcf	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/login2creations.vcf	(from https://vcard.bizzlog.com/login2creations)
15:43:27	78129/78129	---M--	200	added ('OK')	application/javascript	date:Thu,%2010%20Nov%202022%2004:53:20%20GMT	https://vcard.bizzlog.com/front/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/front/js/bootstrap.bundle.min.js	(from https://vcard.bizzlog.com/login2creations)
15:43:27	42989/42989	---M--	200	added ('OK')	application/javascript	date:Thu,%2010%20Nov%202022%2004:54:18%20GMT	https://vcard.bizzlog.com/assets/js/slider/js/slick.min.js	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/js/slider/js/slick.min.js	(from https://vcard.bizzlog.com/login2creations)
15:43:27	825/825	---M-Z	405	error ('Method%20Not%20Allowed')	text/html	date:Tue,%2017%20Oct%202023%2010:13:29%20GMT	https://vcard.bizzlog.com/vcard/1/check-password	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/vcard/1/check-password	(from https://vcard.bizzlog.com/login2creations)
15:43:27	2647514/2647514	---M--	200	added ('OK')	application/javascript	date:Thu,%2010%20Nov%202022%2004:54:18%20GMT	https://vcard.bizzlog.com/assets/js/front-third-party.js	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/js/front-third-party.js	(from https://vcard.bizzlog.com/login2creations)
15:43:28	825/825	---M-Z	405	error ('Method%20Not%20Allowed')	text/html	date:Tue,%2017%20Oct%202023%2010:13:29%20GMT	https://vcard.bizzlog.com/vcard/1/enquiry/store?alias=login2creations	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/vcard/1/enquiry/store7edb	(from https://vcard.bizzlog.com/login2creations)
15:43:28	825/825	---M-Z	405	error ('Method%20Not%20Allowed')	text/html	date:Tue,%2017%20Oct%202023%2010:13:29%20GMT	https://vcard.bizzlog.com/vcard/1/appointment/store?alias=login2creations	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/vcard/1/appointment/store7edb	(from https://vcard.bizzlog.com/login2creations)
15:43:28	6615/6615	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2017%20Oct%202023%2010:13:29%20GMT	https://vcard.bizzlog.com/session-time/login2creations	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/session-time/login2creations	(from https://vcard.bizzlog.com/login2creations)
15:43:28	6615/6615	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2017%20Oct%202023%2010:13:30%20GMT	https://vcard.bizzlog.com/language	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/language	(from https://vcard.bizzlog.com/login2creations)
15:43:29	370/370	---M-Z	302	error ('Found')	text/html	date:Tue,%2017%20Oct%202023%2010:13:30%20GMT	https://vcard.bizzlog.com/admin/paypal-onboard	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/admin/paypal-onboard.24.delayed	(from https://vcard.bizzlog.com/login2creations)
15:43:29	5385/5385	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Oct%202023%2010:13:30%20GMT	https://vcard.bizzlog.com/login	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/login.html	(from https://vcard.bizzlog.com/login2creations)
15:43:30	535735/535735	---M--	200	added ('OK')	application/javascript	date:Thu,%2010%20Nov%202022%2004:54:19%20GMT	https://vcard.bizzlog.com/assets/js/messages.js	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/js/messages.js	(from https://vcard.bizzlog.com/login2creations)
15:43:31	54691/54691	---M--	200	added ('OK')	text/css	date:Thu,%2010%20Nov%202022%2004:54:18%20GMT	https://vcard.bizzlog.com/css/plugins.css	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/css/plugins.css	(from https://vcard.bizzlog.com/login2creations)
15:43:31	370/370	---M-Z	302	error ('Found')	text/html	date:Tue,%2017%20Oct%202023%2010:13:32%20GMT	https://vcard.bizzlog.com/	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/index.html	(from https://vcard.bizzlog.com/login2creations)
15:43:31	385/385	---M--	200	added ('OK')	application/javascript	date:Thu,%2010%20Nov%202022%2004:54:03%20GMT	https://vcard.bizzlog.com/assets/js/custom/helpers.js?id=5044ed0dbc11fd5055f3	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/js/custom/helpersb093.js	(from https://vcard.bizzlog.com/login2creations)
15:43:32	57461/57461	---M--	200	added ('OK')	application/javascript	date:Thu,%2010%20Nov%202022%2004:54:03%20GMT	https://vcard.bizzlog.com/assets/js/vcards/vcard-view.js?id=64fd136c6b66a284f54a	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/js/vcards/vcard-view96ce.js	(from https://vcard.bizzlog.com/login2creations)
15:43:33	37590/37590	---M--	200	added ('OK')	application/javascript	date:Thu,%2010%20Nov%202022%2004:54:03%20GMT	https://vcard.bizzlog.com/assets/js/custom/custom.js?id=8725e377924de71262ba	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/js/custom/custom9df2.js	(from https://vcard.bizzlog.com/login2creations)
15:43:40	163847/163847	---M--	200	added ('OK')	text/css	date:Wed,%2022%20Feb%202023%2004:13:49%20GMT	https://vcard.bizzlog.com/front/css/bootstrap.min.css	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/front/css/bootstrap.min.css	(from https://vcard.bizzlog.com/login2creations)
15:43:41	4178/4178	---M--	200	added ('OK')	image/gif	date:Thu,%2010%20Nov%202022%2004:54:03%20GMT	https://vcard.bizzlog.com/assets/css/slider/css/ajax-loader.gif	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/css/slider/css/ajax-loader.gif	(from https://vcard.bizzlog.com/assets/css/slider/css/slick-theme.min.css)
15:43:41	1325/1325	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Oct%202023%2010:13:42%20GMT	https://vcard.bizzlog.com/assets/css/slider/css/fonts/slick.eot	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/css/slider/css/fonts/slick.eot	(from https://vcard.bizzlog.com/assets/css/slider/css/slick-theme.min.css)
15:43:41	1325/1325	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Oct%202023%2010:13:42%20GMT	https://vcard.bizzlog.com/assets/css/slider/css/fonts/slick.eot?	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/css/slider/css/fonts/slickd41d.eot	(from https://vcard.bizzlog.com/assets/css/slider/css/slick-theme.min.css)
15:43:41	720292/720292	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202022%2004:53:20%20GMT	https://vcard.bizzlog.com/images/background-image.png?891c1b1d2818801b236c3a41d348150b	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/images/background-imagecbe5.png	(from https://vcard.bizzlog.com/assets/css/vcard8.css)
15:43:41	1325/1325	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Oct%202023%2010:13:43%20GMT	https://vcard.bizzlog.com/assets/css/slider/css/fonts/slick.woff	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/css/slider/css/fonts/slick.woff	(from https://vcard.bizzlog.com/assets/css/slider/css/slick-theme.min.css)
15:43:41	1325/1325	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Oct%202023%2010:13:43%20GMT	https://vcard.bizzlog.com/assets/css/slider/css/fonts/slick.ttf	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/css/slider/css/fonts/slick.ttf	(from https://vcard.bizzlog.com/assets/css/slider/css/slick-theme.min.css)
15:43:42	1325/1325	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Oct%202023%2010:13:43%20GMT	https://vcard.bizzlog.com/assets/css/slider/css/fonts/slick.svg	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/css/slider/css/fonts/slick.svg	(from https://vcard.bizzlog.com/assets/css/slider/css/slick-theme.min.css)
15:43:42	105536/105536	---M--	200	added ('OK')	font/woff2	date:Thu,%2010%20Nov%202022%2004:54:03%20GMT	https://vcard.bizzlog.com/assets/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/webfonts/fa-brands-400.woff2	(from https://vcard.bizzlog.com/assets/css/third-party.css)
15:43:42	23940/23940	---M--	200	added ('OK')	font/woff2	date:Thu,%2010%20Nov%202022%2004:54:03%20GMT	https://vcard.bizzlog.com/assets/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/webfonts/fa-regular-400.woff2	(from https://vcard.bizzlog.com/assets/css/third-party.css)
15:43:42	181852/181852	---M--	200	added ('OK')	font/ttf	date:Thu,%2010%20Nov%202022%2004:54:03%20GMT	https://vcard.bizzlog.com/assets/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/webfonts/fa-brands-400.ttf	(from https://vcard.bizzlog.com/assets/css/third-party.css)
15:43:43	60520/60520	---M--	200	added ('OK')	font/ttf	date:Thu,%2010%20Nov%202022%2004:54:03%20GMT	https://vcard.bizzlog.com/assets/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/webfonts/fa-regular-400.ttf	(from https://vcard.bizzlog.com/assets/css/third-party.css)
15:43:43	154228/154228	---M--	200	added ('OK')	font/woff2	date:Thu,%2010%20Nov%202022%2004:54:03%20GMT	https://vcard.bizzlog.com/assets/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/webfonts/fa-solid-900.woff2	(from https://vcard.bizzlog.com/assets/css/third-party.css)
15:43:43	4960/4960	---M--	200	added ('OK')	font/woff2	date:Thu,%2010%20Nov%202022%2004:54:03%20GMT	https://vcard.bizzlog.com/assets/webfonts/fa-v4compatibility.woff2	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/webfonts/fa-v4compatibility.woff2	(from https://vcard.bizzlog.com/assets/css/third-party.css)
15:43:43	10556/10556	---M--	200	added ('OK')	font/ttf	date:Thu,%2010%20Nov%202022%2004:54:03%20GMT	https://vcard.bizzlog.com/assets/webfonts/fa-v4compatibility.ttf	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/webfonts/fa-v4compatibility.ttf	(from https://vcard.bizzlog.com/assets/css/third-party.css)
15:43:43	388460/388460	---M--	200	added ('OK')	font/ttf	date:Thu,%2010%20Nov%202022%2004:54:03%20GMT	https://vcard.bizzlog.com/assets/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/webfonts/fa-solid-900.ttf	(from https://vcard.bizzlog.com/assets/css/third-party.css)
15:43:44	90528/90528	---M--	200	added ('OK')	font/woff2	date:Thu,%2010%20Nov%202022%2004:54:03%20GMT	https://vcard.bizzlog.com/assets/css/fonts/bootstrap-icons.woff2?08efbba7c53d8c5413793eecb19b20bb	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/css/fonts/bootstrap-iconse8a7.woff2	(from https://vcard.bizzlog.com/assets/css/third-party.css)
15:43:44	120468/120468	---M--	200	added ('OK')	font/woff	date:Thu,%2010%20Nov%202022%2004:54:03%20GMT	https://vcard.bizzlog.com/assets/css/fonts/bootstrap-icons.woff?08efbba7c53d8c5413793eecb19b20bb	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/css/fonts/bootstrap-iconse8a7.woff	(from https://vcard.bizzlog.com/assets/css/third-party.css)
15:43:44	1310/1310	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Oct%202023%2010:13:46%20GMT	https://vcard.bizzlog.com/assets/images/sort_both.png	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/images/sort_both.png	(from https://vcard.bizzlog.com/assets/css/third-party.css)
15:43:44	1310/1310	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Oct%202023%2010:13:46%20GMT	https://vcard.bizzlog.com/assets/images/sort_asc.png	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/images/sort_asc.png	(from https://vcard.bizzlog.com/assets/css/third-party.css)
15:43:45	1310/1310	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Oct%202023%2010:13:46%20GMT	https://vcard.bizzlog.com/assets/images/sort_desc.png	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/images/sort_desc.png	(from https://vcard.bizzlog.com/assets/css/third-party.css)
15:43:45	1310/1310	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Oct%202023%2010:13:46%20GMT	https://vcard.bizzlog.com/assets/images/sort_asc_disabled.png	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/images/sort_asc_disabled.png	(from https://vcard.bizzlog.com/assets/css/third-party.css)
15:43:45	1310/1310	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Oct%202023%2010:13:47%20GMT	https://vcard.bizzlog.com/assets/images/sort_desc_disabled.png	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/images/sort_desc_disabled.png	(from https://vcard.bizzlog.com/assets/css/third-party.css)
15:43:45	70857/70857	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202022%2004:54:03%20GMT	https://vcard.bizzlog.com/assets/img/flags.png	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/img/flags.png	(from https://vcard.bizzlog.com/assets/css/third-party.css)
15:43:46	174369/174369	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202022%2004:54:03%20GMT	https://vcard.bizzlog.com/assets/img/flags@2x.png	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/img/flags@2x.png	(from https://vcard.bizzlog.com/assets/css/third-party.css)
15:43:46	158240/158240	---M--	200	added ('OK')	font/ttf	date:Thu,%2010%20Nov%202022%2004:53:25%20GMT	https://vcard.bizzlog.com/fonts/Poppins-Regular.ttf?35d26b781dc5fda684cce6ea04a41a75	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/fonts/Poppins-Regular7cc4.ttf	(from https://vcard.bizzlog.com/assets/css/style.css)
15:43:46	153944/153944	---M--	200	added ('OK')	font/ttf	date:Thu,%2010%20Nov%202022%2004:53:25%20GMT	https://vcard.bizzlog.com/fonts/Poppins-Bold.ttf?cdb29a5d7ccf57ff05a3fd9216d11771	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/fonts/Poppins-Bold5d94.ttf	(from https://vcard.bizzlog.com/assets/css/style.css)
15:43:46	176588/176588	---M--	200	added ('OK')	font/ttf	date:Thu,%2010%20Nov%202022%2004:53:25%20GMT	https://vcard.bizzlog.com/fonts/Poppins-BoldItalic.ttf?cfb635a5111b545f5598482a64d2a2c3	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/fonts/Poppins-BoldItalic848f.ttf	(from https://vcard.bizzlog.com/assets/css/style.css)
15:43:47	156520/156520	---M--	200	added ('OK')	font/ttf	date:Thu,%2010%20Nov%202022%2004:53:25%20GMT	https://vcard.bizzlog.com/fonts/Poppins-Medium.ttf?673ed42382ab264e0bf5b33f3579568c	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/fonts/Poppins-Medium5e5a.ttf	(from https://vcard.bizzlog.com/assets/css/style.css)
15:43:47	180444/180444	---M--	200	added ('OK')	font/ttf	date:Thu,%2010%20Nov%202022%2004:53:25%20GMT	https://vcard.bizzlog.com/fonts/Poppins-MediumItalic.ttf?89e040c6a64d18f620dc8547b01b6291	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/fonts/Poppins-MediumItalic855c.ttf	(from https://vcard.bizzlog.com/assets/css/style.css)
15:43:47	6615/6615	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2017%20Oct%202023%2010:13:49%20GMT	https://vcard.bizzlog.com/session-time/login2creations	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/session-time/login2creations.html	(from https://vcard.bizzlog.com/login2creations)
15:43:47	6615/6615	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2017%20Oct%202023%2010:13:49%20GMT	https://vcard.bizzlog.com/language	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/language.html	(from https://vcard.bizzlog.com/login2creations)
15:43:48	2300/2300	---M--	200	added ('OK')	text/css	date:Thu,%2010%20Nov%202022%2004:54:03%20GMT	https://vcard.bizzlog.com/assets/css/page.css?id=ff643d292fc7369431a4	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/css/pagebc2a.css	(from https://vcard.bizzlog.com/login)
15:43:49	15035/15035	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Dec%202022%2006:40:35%20GMT	https://vcard.bizzlog.com/uploads/settings/3/BISLOG.png	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/uploads/settings/3/BISLOG.png	(from https://vcard.bizzlog.com/login)
15:43:49	4519/4519	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Oct%202023%2010:13:50%20GMT	https://vcard.bizzlog.com/forgot-password	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/forgot-password.html	(from https://vcard.bizzlog.com/login)
15:43:50	7439/7439	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Oct%202023%2010:13:50%20GMT	https://vcard.bizzlog.com/register	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/register.html	(from https://vcard.bizzlog.com/login)
15:43:50	784/784	---M--	200	added ('OK')	application/javascript	date:Thu,%2010%20Nov%202022%2004:54:03%20GMT	https://vcard.bizzlog.com/assets/js/auth/auth.js?id=bb2938ddc372c4dc803b	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/assets/js/auth/auth4b13.js	(from https://vcard.bizzlog.com/login)
15:43:51	6615/6615	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2017%20Oct%202023%2010:13:52%20GMT	https://vcard.bizzlog.com/session-time/login2creations	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/session-time/login2creations.html	(from https://vcard.bizzlog.com/login2creations)
15:43:51	6615/6615	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2017%20Oct%202023%2010:13:53%20GMT	https://vcard.bizzlog.com/language	C:/My%20Web%20Sites/V%20CARD/vcard.bizzlog.com/language.html	(from https://vcard.bizzlog.com/login2creations)
